season,home_team,away_team
1995,Boston Celtics,San Antonio Spurs
1995,Minnesota Timberwolves,Houston Rockets
1995,Atlanta Hawks,Miami Heat
1995,Los Angeles Lakers,Los Angeles Clippers
1995,Golden State Warriors,Denver Nuggets
1995,Indiana Pacers,Utah Jazz
1995,New York Knicks,New Jersey Nets
1995,Philadelphia 76ers,Detroit Pistons
1995,Washington Bullets,Chicago Bulls
1995,San Antonio Spurs,Dallas Mavericks
1995,Boston Celtics,Sacramento Kings
1995,Orlando Magic,Philadelphia 76ers
1995,Indiana Pacers,Milwaukee Bucks
1995,New Jersey Nets,Minnesota Timberwolves
1995,New York Knicks,Utah Jazz
1995,Golden State Warriors,Cleveland Cavaliers
1995,Charlotte Hornets,Chicago Bulls
1995,Dallas Mavericks,Miami Heat
1995,Denver Nuggets,Houston Rockets
1995,Los Angeles Clippers,Phoenix Suns
1995,Atlanta Hawks,Orlando Magic
1995,Seattle SuperSonics,Los Angeles Clippers
1995,Houston Rockets,San Antonio Spurs
1995,Chicago Bulls,Sacramento Kings
1995,Milwaukee Bucks,New York Knicks
1995,Boston Celtics,Utah Jazz
1995,Washington Bullets,Indiana Pacers
1995,Philadelphia 76ers,New Jersey Nets
1995,Minnesota Timberwolves,Detroit Pistons
1995,Los Angeles Lakers,Golden State Warriors
1995,Denver Nuggets,Dallas Mavericks
1995,Phoenix Suns,Cleveland Cavaliers
1995,San Antonio Spurs,Miami Heat
1995,Orlando Magic,Detroit Pistons
1995,Milwaukee Bucks,Sacramento Kings
1995,Houston Rockets,Miami Heat
1995,Utah Jazz,Denver Nuggets
1995,Charlotte Hornets,Minnesota Timberwolves
1995,Boston Celtics,Indiana Pacers
1995,Philadelphia 76ers,Chicago Bulls
1995,Dallas Mavericks,Los Angeles Clippers
1995,Los Angeles Lakers,Phoenix Suns
1995,Cleveland Cavaliers,Charlotte Hornets
1995,Chicago Bulls,Orlando Magic
1995,Minnesota Timberwolves,Sacramento Kings
1995,Golden State Warriors,Seattle SuperSonics
1995,Detroit Pistons,New Jersey Nets
1995,Washington Bullets,Atlanta Hawks
1995,New York Knicks,Indiana Pacers
1995,San Antonio Spurs,Los Angeles Clippers
1995,Utah Jazz,Dallas Mavericks
1995,Phoenix Suns,Milwaukee Bucks
1995,Boston Celtics,Washington Bullets
1995,New York Knicks,Minnesota Timberwolves
1995,Los Angeles Lakers,Miami Heat
1995,Detroit Pistons,Orlando Magic
1995,Denver Nuggets,Milwaukee Bucks
1995,Utah Jazz,Philadelphia 76ers
1995,Denver Nuggets,Phoenix Suns
1995,Charlotte Hornets,Boston Celtics
1995,Sacramento Kings,Miami Heat
1995,Cleveland Cavaliers,Chicago Bulls
1995,Los Angeles Clippers,San Antonio Spurs
1995,Atlanta Hawks,New Jersey Nets
1995,Houston Rockets,Indiana Pacers
1995,Cleveland Cavaliers,New York Knicks
1995,Atlanta Hawks,Washington Bullets
1995,Los Angeles Lakers,Milwaukee Bucks
1995,Dallas Mavericks,Indiana Pacers
1995,Orlando Magic,Minnesota Timberwolves
1995,Chicago Bulls,Seattle SuperSonics
1995,New Jersey Nets,Charlotte Hornets
1995,Houston Rockets,Dallas Mavericks
1995,Los Angeles Clippers,Philadelphia 76ers
1995,Utah Jazz,San Antonio Spurs
1995,Golden State Warriors,Milwaukee Bucks
1995,Miami Heat,Minnesota Timberwolves
1995,Sacramento Kings,Detroit Pistons
1995,Phoenix Suns,Philadelphia 76ers
1995,Indiana Pacers,Washington Bullets
1995,New York Knicks,Atlanta Hawks
1995,Cleveland Cavaliers,Seattle SuperSonics
1995,Chicago Bulls,Denver Nuggets
1995,Boston Celtics,Miami Heat
1995,Orlando Magic,New Jersey Nets
1995,Utah Jazz,Milwaukee Bucks
1995,Minnesota Timberwolves,Denver Nuggets
1995,Dallas Mavericks,Houston Rockets
1995,Sacramento Kings,Phoenix Suns
1995,New Jersey Nets,Indiana Pacers
1995,Los Angeles Lakers,Detroit Pistons
1995,Golden State Warriors,San Antonio Spurs
1995,Washington Bullets,Seattle SuperSonics
1994,Utah Jazz,Houston Rockets
1994,Indiana Pacers,New Jersey Nets
1994,Phoenix Suns,Los Angeles Lakers
1994,Dallas Mavericks,Golden State Warriors
1994,Detroit Pistons,Boston Celtics
1994,Minnesota Timberwolves,New York Knicks
1994,Sacramento Kings,Philadelphia 76ers
1994,Washington Bullets,San Antonio Spurs
1994,Chicago Bulls,Miami Heat
1994,Orlando Magic,Los Angeles Clippers
1994,Cleveland Cavaliers,Atlanta Hawks
1994,Milwaukee Bucks,Charlotte Hornets
1994,Miami Heat,Los Angeles Clippers
1994,Charlotte Hornets,Orlando Magic
1994,Los Angeles Lakers,Seattle SuperSonics
1994,Atlanta Hawks,San Antonio Spurs
1994,Houston Rockets,Golden State Warriors
1994,New York Knicks,Detroit Pistons
1994,Boston Celtics,Chicago Bulls
1994,Seattle SuperSonics,Philadelphia 76ers
1994,Utah Jazz,Indiana Pacers
1994,Cleveland Cavaliers,Washington Bullets
1994,San Antonio Spurs,Charlotte Hornets
1994,Chicago Bulls,Los Angeles Clippers
1994,Golden State Warriors,Los Angeles Lakers
1994,Houston Rockets,Atlanta Hawks
1994,Dallas Mavericks,Phoenix Suns
1994,New Jersey Nets,New York Knicks
1994,Denver Nuggets,Indiana Pacers
1994,Detroit Pistons,Milwaukee Bucks
1994,Orlando Magic,Miami Heat
1994,Minnesota Timberwolves,Los Angeles Clippers
1994,Phoenix Suns,Dallas Mavericks
1994,Miami Heat,Houston Rockets
1994,Cleveland Cavaliers,Boston Celtics
1994,Washington Bullets,Orlando Magic
1994,Seattle SuperSonics,Sacramento Kings
1994,Milwaukee Bucks,New Jersey Nets
1994,Chicago Bulls,New York Knicks
1994,Denver Nuggets,Seattle SuperSonics
1994,Cleveland Cavaliers,New Jersey Nets
1994,Los Angeles Lakers,Sacramento Kings
1994,Miami Heat,Charlotte Hornets
1994,Chicago Bulls,Indiana Pacers
1994,Orlando Magic,Milwaukee Bucks
1994,San Antonio Spurs,Houston Rockets
1994,Boston Celtics,Philadelphia 76ers
1994,Detroit Pistons,Atlanta Hawks
1994,Phoenix Suns,Denver Nuggets
1994,Los Angeles Clippers,Washington Bullets
1994,Golden State Warriors,Washington Bullets
1994,Charlotte Hornets,Philadelphia 76ers
1994,Atlanta Hawks,Utah Jazz
1994,Sacramento Kings,Minnesota Timberwolves
1994,Seattle SuperSonics,Dallas Mavericks
1994,Houston Rockets,Phoenix Suns
1994,New York Knicks,Cleveland Cavaliers
1994,Los Angeles Clippers,Orlando Magic
1994,Denver Nuggets,San Antonio Spurs
1994,New Jersey Nets,Detroit Pistons
1994,Indiana Pacers,Chicago Bulls
1994,Miami Heat,Milwaukee Bucks
1994,New York Knicks,New Jersey Nets
1994,Charlotte Hornets,Indiana Pacers
1994,Seattle SuperSonics,Los Angeles Clippers
1994,Philadelphia 76ers,Utah Jazz
1994,Golden State Warriors,Dallas Mavericks
1994,Los Angeles Lakers,Minnesota Timberwolves
1994,Atlanta Hawks,Milwaukee Bucks
1994,Sacramento Kings,Washington Bullets
1994,Denver Nuggets,Boston Celtics
1994,Phoenix Suns,Washington Bullets
1994,Chicago Bulls,Cleveland Cavaliers
1994,Milwaukee Bucks,Utah Jazz
1994,New Jersey Nets,Miami Heat
1994,Washington Bullets,Minnesota Timberwolves
1994,Phoenix Suns,Sacramento Kings
1994,Los Angeles Clippers,Dallas Mavericks
1994,Houston Rockets,Boston Celtics
1994,Seattle SuperSonics,Orlando Magic
1994,Chicago Bulls,Utah Jazz
1994,Charlotte Hornets,Denver Nuggets
1994,Philadelphia 76ers,Detroit Pistons
1994,San Antonio Spurs,Los Angeles Lakers
1994,Miami Heat,Atlanta Hawks
1994,Philadelphia 76ers,Cleveland Cavaliers
1994,Golden State Warriors,Orlando Magic
1994,Phoenix Suns,New York Knicks
1994,Minnesota Timberwolves,New Jersey Nets
1994,Atlanta Hawks,Chicago Bulls
1994,Indiana Pacers,Charlotte Hornets
1994,Houston Rockets,Los Angeles Lakers
1994,Washington Bullets,Utah Jazz
1994,Sacramento Kings,New York Knicks
1994,Miami Heat,Denver Nuggets
1994,Dallas Mavericks,Boston Celtics
1994,Los Angeles Clippers,Golden State Warriors
1994,Indiana Pacers,Atlanta Hawks
1994,San Antonio Spurs,Boston Celtics
1994,Detroit Pistons,Charlotte Hornets
1994,New Jersey Nets,Cleveland Cavaliers
1994,Minnesota Timberwolves,Utah Jazz
1994,Phoenix Suns,Seattle SuperSonics
1994,Orlando Magic,Denver Nuggets
1994,Milwaukee Bucks,Philadelphia 76ers
1994,Philadelphia 76ers,Miami Heat
1994,Houston Rockets,Washington Bullets
1994,Golden State Warriors,Sacramento Kings
1994,Dallas Mavericks,Los Angeles Lakers
1994,Atlanta Hawks,Minnesota Timberwolves
1994,Cleveland Cavaliers,Indiana Pacers
1994,Charlotte Hornets,Milwaukee Bucks
1994,Chicago Bulls,Detroit Pistons
1994,Phoenix Suns,Golden State Warriors
1994,New York Knicks,Miami Heat
1994,New Jersey Nets,Orlando Magic
1994,San Antonio Spurs,Washington Bullets
1994,Boston Celtics,Denver Nuggets
1994,Los Angeles Clippers,Seattle SuperSonics
1994,Cleveland Cavaliers,Detroit Pistons
1994,Orlando Magic,Atlanta Hawks
1994,New Jersey Nets,Boston Celtics
1994,Indiana Pacers,Miami Heat
1994,Denver Nuggets,Washington Bullets
1994,Houston Rockets,San Antonio Spurs
1994,Utah Jazz,Los Angeles Lakers
1994,Dallas Mavericks,Charlotte Hornets
1994,Sacramento Kings,Golden State Warriors
1994,Milwaukee Bucks,Chicago Bulls
1994,New York Knicks,Philadelphia 76ers
1994,Minnesota Timberwolves,Phoenix Suns
1994,Boston Celtics,Cleveland Cavaliers
1994,Atlanta Hawks,New York Knicks
1994,Philadelphia 76ers,Indiana Pacers
1994,Detroit Pistons,Chicago Bulls
1994,Los Angeles Lakers,Los Angeles Clippers
1994,Miami Heat,Orlando Magic
1994,Sacramento Kings,Seattle SuperSonics
1994,San Antonio Spurs,Utah Jazz
1994,Dallas Mavericks,Washington Bullets
1994,Houston Rockets,Charlotte Hornets
1994,New Jersey Nets,Phoenix Suns
1994,Boston Celtics,Atlanta Hawks
1994,Miami Heat,Philadelphia 76ers
1994,Los Angeles Clippers,Milwaukee Bucks
1994,Orlando Magic,Cleveland Cavaliers
1994,Minnesota Timberwolves,Denver Nuggets
1994,Seattle SuperSonics,Houston Rockets
1994,Los Angeles Lakers,Golden State Warriors
1994,Sacramento Kings,Milwaukee Bucks
1994,Indiana Pacers,Detroit Pistons
1994,San Antonio Spurs,Dallas Mavericks
1994,Cleveland Cavaliers,Orlando Magic
1994,New Jersey Nets,Atlanta Hawks
1994,Utah Jazz,Charlotte Hornets
1994,New York Knicks,Boston Celtics
1994,Los Angeles Clippers,Charlotte Hornets
1994,Chicago Bulls,New Jersey Nets
1994,Philadelphia 76ers,New York Knicks
1994,Cleveland Cavaliers,Philadelphia 76ers
1994,Denver Nuggets,Charlotte Hornets
1994,Golden State Warriors,Indiana Pacers
1994,Seattle SuperSonics,Milwaukee Bucks
1994,Atlanta Hawks,Orlando Magic
1994,New Jersey Nets,Sacramento Kings
1994,Los Angeles Clippers,Minnesota Timberwolves
1994,New York Knicks,Washington Bullets
1994,Dallas Mavericks,Utah Jazz
1994,Detroit Pistons,Phoenix Suns
1994,Chicago Bulls,Boston Celtics
1994,Chicago Bulls,Atlanta Hawks
1994,Orlando Magic,New York Knicks
1994,Los Angeles Lakers,Houston Rockets
1994,Philadelphia 76ers,Sacramento Kings
1994,Washington Bullets,Detroit Pistons
1994,Miami Heat,New Jersey Nets
1994,Boston Celtics,Phoenix Suns
1994,Utah Jazz,Minnesota Timberwolves
1994,Golden State Warriors,Houston Rockets
1994,Los Angeles Clippers,Indiana Pacers
1994,Dallas Mavericks,Denver Nuggets
1994,Milwaukee Bucks,Cleveland Cavaliers
1994,Charlotte Hornets,Miami Heat
1994,Cleveland Cavaliers,Los Angeles Lakers
1994,Orlando Magic,Sacramento Kings
1994,Chicago Bulls,Phoenix Suns
1994,Seattle SuperSonics,San Antonio Spurs
1994,Boston Celtics,Detroit Pistons
1994,Atlanta Hawks,Charlotte Hornets
1994,Washington Bullets,New York Knicks
1994,New Jersey Nets,Los Angeles Lakers
1994,Miami Heat,Sacramento Kings
1994,Houston Rockets,Denver Nuggets
1994,Dallas Mavericks,Minnesota Timberwolves
1994,Milwaukee Bucks,Phoenix Suns
1994,Golden State Warriors,Los Angeles Clippers
1994,Seattle SuperSonics,Indiana Pacers
1994,San Antonio Spurs,Minnesota Timberwolves
1994,Sacramento Kings,Utah Jazz
1994,Detroit Pistons,Golden State Warriors
1994,Phoenix Suns,New Jersey Nets
1994,Milwaukee Bucks,Orlando Magic
1994,Washington Bullets,Los Angeles Lakers
1994,Houston Rockets,Seattle SuperSonics
1994,Cleveland Cavaliers,Golden State Warriors
1994,Philadelphia 76ers,Boston Celtics
1994,Denver Nuggets,Dallas Mavericks
1994,New York Knicks,Charlotte Hornets
1994,Phoenix Suns,San Antonio Spurs
1994,Minnesota Timberwolves,Philadelphia 76ers
1994,Utah Jazz,Chicago Bulls
1994,Washington Bullets,Cleveland Cavaliers
1994,Atlanta Hawks,Los Angeles Lakers
1994,San Antonio Spurs,Seattle SuperSonics
1994,Detroit Pistons,Miami Heat
1994,Indiana Pacers,Milwaukee Bucks
1994,Sacramento Kings,Denver Nuggets
1994,Boston Celtics,Orlando Magic
1994,Los Angeles Clippers,New Jersey Nets
1994,Indiana Pacers,Golden State Warriors
1994,Utah Jazz,Seattle SuperSonics
1994,Boston Celtics,Charlotte Hornets
1994,Denver Nuggets,Chicago Bulls
1994,Sacramento Kings,New Jersey Nets
1994,Miami Heat,Cleveland Cavaliers
1994,Minnesota Timberwolves,Atlanta Hawks
1994,Phoenix Suns,Los Angeles Clippers
1994,Los Angeles Lakers,Dallas Mavericks
1994,Orlando Magic,Houston Rockets
1994,Detroit Pistons,Milwaukee Bucks
1994,Los Angeles Clippers,Chicago Bulls
1994,Boston Celtics,Milwaukee Bucks
1994,Seattle SuperSonics,New Jersey Nets
1994,Cleveland Cavaliers,Minnesota Timberwolves
1994,Charlotte Hornets,Golden State Warriors
1994,Atlanta Hawks,Philadelphia 76ers
1994,Utah Jazz,Phoenix Suns
1994,New York Knicks,San Antonio Spurs
1994,Orlando Magic,Miami Heat
1994,New Jersey Nets,Los Angeles Clippers
1994,Sacramento Kings,Cleveland Cavaliers
1994,New York Knicks,Atlanta Hawks
1994,Charlotte Hornets,Indiana Pacers
1994,Golden State Warriors,Utah Jazz
1994,Denver Nuggets,Houston Rockets
1994,Milwaukee Bucks,Seattle SuperSonics
1994,Dallas Mavericks,Chicago Bulls
1994,Washington Bullets,Boston Celtics
1994,Minnesota Timberwolves,San Antonio Spurs
1994,Orlando Magic,New Jersey Nets
1994,Utah Jazz,Detroit Pistons
1994,Philadelphia 76ers,Los Angeles Clippers
1994,Atlanta Hawks,Milwaukee Bucks
1994,Miami Heat,Boston Celtics
1994,Indiana Pacers,Seattle SuperSonics
1994,Los Angeles Lakers,Cleveland Cavaliers
1994,Denver Nuggets,Detroit Pistons
1994,Dallas Mavericks,Sacramento Kings
1994,Houston Rockets,Chicago Bulls
1994,New Jersey Nets,Washington Bullets
1994,Charlotte Hornets,Los Angeles Clippers
1994,Golden State Warriors,New York Knicks
1994,San Antonio Spurs,Chicago Bulls
1994,Boston Celtics,Seattle SuperSonics
1994,Philadelphia 76ers,Miami Heat
1994,Phoenix Suns,Minnesota Timberwolves
1994,Los Angeles Lakers,New York Knicks
1994,Houston Rockets,Sacramento Kings
1994,Denver Nuggets,San Antonio Spurs
1994,Atlanta Hawks,Boston Celtics
1994,Los Angeles Clippers,Los Angeles Lakers
1994,New Jersey Nets,Seattle SuperSonics
1994,Cleveland Cavaliers,Charlotte Hornets
1994,Golden State Warriors,Minnesota Timberwolves
1994,Miami Heat,Dallas Mavericks
1994,Detroit Pistons,Philadelphia 76ers
1994,Milwaukee Bucks,Indiana Pacers
1994,Orlando Magic,Washington Bullets
1994,Utah Jazz,New York Knicks
1994,Seattle SuperSonics,Los Angeles Clippers
1994,Minnesota Timberwolves,Boston Celtics
1994,Charlotte Hornets,Detroit Pistons
1994,Chicago Bulls,Dallas Mavericks
1994,New Jersey Nets,Houston Rockets
1994,Sacramento Kings,Atlanta Hawks
1994,Golden State Warriors,Los Angeles Lakers
1994,Philadelphia 76ers,Orlando Magic
1994,Los Angeles Clippers,Phoenix Suns
1994,Denver Nuggets,Utah Jazz
1994,San Antonio Spurs,New York Knicks
1994,Miami Heat,Washington Bullets
1994,Cleveland Cavaliers,Indiana Pacers
1994,Los Angeles Lakers,Denver Nuggets
1994,Seattle SuperSonics,Phoenix Suns
1994,Minnesota Timberwolves,Chicago Bulls
1994,Philadelphia 76ers,Dallas Mavericks
1994,Milwaukee Bucks,Charlotte Hornets
1994,Washington Bullets,New Jersey Nets
1994,Boston Celtics,Houston Rockets
1994,Utah Jazz,Golden State Warriors
1994,Los Angeles Clippers,Atlanta Hawks
1994,Detroit Pistons,Indiana Pacers
1994,Cleveland Cavaliers,Milwaukee Bucks
1994,New York Knicks,Orlando Magic
1994,Charlotte Hornets,Orlando Magic
1994,San Antonio Spurs,Utah Jazz
1994,Indiana Pacers,Houston Rockets
1994,Phoenix Suns,Atlanta Hawks
1994,Philadelphia 76ers,Washington Bullets
1994,Minnesota Timberwolves,Los Angeles Lakers
1994,New Jersey Nets,Chicago Bulls
1994,Seattle SuperSonics,Sacramento Kings
1994,Cleveland Cavaliers,Houston Rockets
1994,Dallas Mavericks,Denver Nuggets
1994,Detroit Pistons,Minnesota Timberwolves
1994,Golden State Warriors,Miami Heat
1994,New York Knicks,Los Angeles Lakers
1994,Utah Jazz,Atlanta Hawks
1994,San Antonio Spurs,New Jersey Nets
1994,Chicago Bulls,Philadelphia 76ers
1994,Phoenix Suns,Miami Heat
1994,Seattle SuperSonics,Utah Jazz
1994,Dallas Mavericks,New Jersey Nets
1994,Orlando Magic,Philadelphia 76ers
1994,Charlotte Hornets,Cleveland Cavaliers
1994,Denver Nuggets,Golden State Warriors
1994,Chicago Bulls,Washington Bullets
1994,Milwaukee Bucks,Los Angeles Lakers
1994,Minnesota Timberwolves,Houston Rockets
1994,Atlanta Hawks,Detroit Pistons
1994,Indiana Pacers,Boston Celtics
1994,Utah Jazz,Miami Heat
1994,Houston Rockets,New Jersey Nets
1994,San Antonio Spurs,Golden State Warriors
1994,Denver Nuggets,Minnesota Timberwolves
1994,Washington Bullets,Orlando Magic
1994,Sacramento Kings,Phoenix Suns
1994,Detroit Pistons,Los Angeles Lakers
1994,Chicago Bulls,Charlotte Hornets
1994,Philadelphia 76ers,Milwaukee Bucks
1994,Boston Celtics,New York Knicks
1994,Atlanta Hawks,Indiana Pacers
1994,Houston Rockets,New York Knicks
1994,Houston Rockets,New York Knicks
1994,New York Knicks,Houston Rockets
1994,New York Knicks,Houston Rockets
1994,New York Knicks,Houston Rockets
1994,Houston Rockets,New York Knicks
1994,Houston Rockets,New York Knicks
1994,New York Knicks,Indiana Pacers
1994,Indiana Pacers,New York Knicks
1994,New York Knicks,Indiana Pacers
1994,Houston Rockets,Utah Jazz
1994,Indiana Pacers,New York Knicks
1994,Utah Jazz,Houston Rockets
1994,Indiana Pacers,New York Knicks
1994,Utah Jazz,Houston Rockets
1994,New York Knicks,Indiana Pacers
1994,Houston Rockets,Utah Jazz
1994,New York Knicks,Indiana Pacers
1994,Houston Rockets,Utah Jazz
1994,New York Knicks,Chicago Bulls
1994,Utah Jazz,Denver Nuggets
1994,Houston Rockets,Phoenix Suns
1994,Chicago Bulls,New York Knicks
1994,Indiana Pacers,Atlanta Hawks
1994,Denver Nuggets,Utah Jazz
1994,Phoenix Suns,Houston Rockets
1994,New York Knicks,Chicago Bulls
1994,Atlanta Hawks,Indiana Pacers
1994,Utah Jazz,Denver Nuggets
1994,Houston Rockets,Phoenix Suns
1994,Phoenix Suns,Houston Rockets
1994,Chicago Bulls,New York Knicks
1994,Denver Nuggets,Utah Jazz
1994,Indiana Pacers,Atlanta Hawks
1994,Indiana Pacers,Atlanta Hawks
1994,Denver Nuggets,Utah Jazz
1994,Phoenix Suns,Houston Rockets
1994,Chicago Bulls,New York Knicks
1994,Atlanta Hawks,Indiana Pacers
1994,Utah Jazz,Denver Nuggets
1994,Houston Rockets,Phoenix Suns
1994,New York Knicks,Chicago Bulls
1994,Atlanta Hawks,Indiana Pacers
1994,Utah Jazz,Denver Nuggets
1994,Houston Rockets,Phoenix Suns
1994,New York Knicks,Chicago Bulls
1994,Atlanta Hawks,Miami Heat
1994,Seattle SuperSonics,Denver Nuggets
1994,New Jersey Nets,New York Knicks
1994,Denver Nuggets,Seattle SuperSonics
1994,Utah Jazz,San Antonio Spurs
1994,Miami Heat,Atlanta Hawks
1994,New Jersey Nets,New York Knicks
1994,Golden State Warriors,Phoenix Suns
1994,Utah Jazz,San Antonio Spurs
1994,Miami Heat,Atlanta Hawks
1994,Cleveland Cavaliers,Chicago Bulls
1994,Denver Nuggets,Seattle SuperSonics
1994,Indiana Pacers,Orlando Magic
1994,New York Knicks,New Jersey Nets
1994,Phoenix Suns,Golden State Warriors
1994,Chicago Bulls,Cleveland Cavaliers
1994,Atlanta Hawks,Miami Heat
1994,San Antonio Spurs,Utah Jazz
1994,Seattle SuperSonics,Denver Nuggets
1994,Orlando Magic,Indiana Pacers
1994,Chicago Bulls,Cleveland Cavaliers
1994,Phoenix Suns,Golden State Warriors
1994,New York Knicks,New Jersey Nets
1994,Orlando Magic,Indiana Pacers
1994,Seattle SuperSonics,Denver Nuggets
1994,Atlanta Hawks,Miami Heat
1994,San Antonio Spurs,Utah Jazz
1994,Los Angeles Clippers,San Antonio Spurs
1994,Houston Rockets,Denver Nuggets
1994,Orlando Magic,New Jersey Nets
1994,Chicago Bulls,New York Knicks
1994,Dallas Mavericks,Minnesota Timberwolves
1994,Cleveland Cavaliers,Boston Celtics
1994,Washington Bullets,Charlotte Hornets
1994,Los Angeles Lakers,Utah Jazz
1994,Sacramento Kings,Golden State Warriors
1994,Philadelphia 76ers,Detroit Pistons
1994,Atlanta Hawks,Orlando Magic
1994,Golden State Warriors,Los Angeles Lakers
1994,Phoenix Suns,Sacramento Kings
1994,Charlotte Hornets,Detroit Pistons
1994,Indiana Pacers,Miami Heat
1994,New Jersey Nets,Milwaukee Bucks
1994,Indiana Pacers,Philadelphia 76ers
1994,Phoenix Suns,Los Angeles Clippers
1994,Denver Nuggets,Utah Jazz
1994,Seattle SuperSonics,San Antonio Spurs
1994,Milwaukee Bucks,New York Knicks
1994,Dallas Mavericks,Houston Rockets
1994,Cleveland Cavaliers,Washington Bullets
1994,Chicago Bulls,Boston Celtics
1994,Miami Heat,Atlanta Hawks
1994,Boston Celtics,Charlotte Hornets
1994,New York Knicks,Philadelphia 76ers
1994,Golden State Warriors,Sacramento Kings
1994,Houston Rockets,Dallas Mavericks
1994,Los Angeles Lakers,Seattle SuperSonics
1994,Los Angeles Clippers,Denver Nuggets
1994,Milwaukee Bucks,Detroit Pistons
1994,Indiana Pacers,Cleveland Cavaliers
