season,home_team,away_team
2012,Phoenix Suns,Cleveland Cavaliers
2012,Memphis Grizzlies,Houston Rockets
2012,New Orleans Hornets,Charlotte Bobcats
2012,Oklahoma City Thunder,Detroit Pistons
2012,Minnesota Timberwolves,Indiana Pacers
2012,Boston Celtics,Philadelphia 76ers
2012,New York Knicks,Dallas Mavericks
2012,Atlanta Hawks,Miami Heat
2012,Washington Wizards,Milwaukee Bucks
2012,Orlando Magic,New Jersey Nets
2012,Chicago Bulls,Oklahoma City Thunder
2012,Los Angeles Clippers,San Antonio Spurs
2012,Golden State Warriors,Cleveland Cavaliers
2012,Sacramento Kings,Detroit Pistons
2012,Utah Jazz,Los Angeles Lakers
2012,Dallas Mavericks,Toronto Raptors
2012,Milwaukee Bucks,Memphis Grizzlies
2012,New Orleans Hornets,Philadelphia 76ers
2012,Houston Rockets,Denver Nuggets
2012,Minnesota Timberwolves,Orlando Magic
2012,Boston Celtics,Washington Wizards
2012,Atlanta Hawks,Indiana Pacers
2012,Miami Heat,New Jersey Nets
2012,Charlotte Bobcats,Phoenix Suns
2012,Denver Nuggets,Detroit Pistons
2012,Chicago Bulls,Orlando Magic
2012,Oklahoma City Thunder,Toronto Raptors
2012,Los Angeles Clippers,Cleveland Cavaliers
2012,Sacramento Kings,Golden State Warriors
2012,San Antonio Spurs,Indiana Pacers
2012,Memphis Grizzlies,Utah Jazz
2012,New Jersey Nets,Minnesota Timberwolves
2012,Miami Heat,Phoenix Suns
2012,Philadelphia 76ers,New York Knicks
2012,Los Angeles Lakers,Detroit Pistons
2012,Oklahoma City Thunder,Atlanta Hawks
2012,Toronto Raptors,Minnesota Timberwolves
2012,Orlando Magic,Phoenix Suns
2012,New York Knicks,Philadelphia 76ers
2012,Los Angeles Clippers,Golden State Warriors
2012,Milwaukee Bucks,Cleveland Cavaliers
2012,Dallas Mavericks,Charlotte Bobcats
2012,San Antonio Spurs,Utah Jazz
2012,Chicago Bulls,New Orleans Hornets
2012,New Jersey Nets,Toronto Raptors
2012,Miami Heat,Denver Nuggets
2012,Washington Wizards,Boston Celtics
2012,Indiana Pacers,Sacramento Kings
2012,Los Angeles Lakers,Los Angeles Clippers
2012,Golden State Warriors,Memphis Grizzlies
2012,Phoenix Suns,Detroit Pistons
2012,New York Knicks,Miami Heat
2012,New Orleans Hornets,Utah Jazz
2012,Minnesota Timberwolves,Sacramento Kings
2012,Boston Celtics,Milwaukee Bucks
2012,Atlanta Hawks,Houston Rockets
2012,Cleveland Cavaliers,Chicago Bulls
2012,Charlotte Bobcats,Indiana Pacers
2012,Orlando Magic,Denver Nuggets
2012,San Antonio Spurs,Oklahoma City Thunder
2012,Los Angeles Clippers,Memphis Grizzlies
2012,Phoenix Suns,Golden State Warriors
2012,Utah Jazz,Dallas Mavericks
2012,Chicago Bulls,Sacramento Kings
2012,New Orleans Hornets,San Antonio Spurs
2012,Detroit Pistons,Houston Rockets
2012,Toronto Raptors,Indiana Pacers
2012,Philadelphia 76ers,Denver Nuggets
2012,Los Angeles Lakers,Dallas Mavericks
2012,Miami Heat,Boston Celtics
2012,Cleveland Cavaliers,Washington Wizards
2012,Phoenix Suns,Denver Nuggets
2012,Dallas Mavericks,Charlotte Bobcats
2012,San Antonio Spurs,Washington Wizards
2012,Memphis Grizzlies,Toronto Raptors
2012,Milwaukee Bucks,Minnesota Timberwolves
2012,Miami Heat,New Orleans Hornets
2012,Detroit Pistons,Atlanta Hawks
2012,Orlando Magic,Houston Rockets
2012,Chicago Bulls,Indiana Pacers
2012,Los Angeles Lakers,Sacramento Kings
2012,Denver Nuggets,Los Angeles Clippers
2012,Charlotte Bobcats,Milwaukee Bucks
2012,Los Angeles Clippers,Los Angeles Lakers
2012,Miami Heat,Washington Wizards
2012,Memphis Grizzlies,Orlando Magic
2012,New Orleans Hornets,Houston Rockets
2012,Oklahoma City Thunder,Dallas Mavericks
2012,Minnesota Timberwolves,Detroit Pistons
2012,New Jersey Nets,New York Knicks
2012,Golden State Warriors,Phoenix Suns
2012,Chicago Bulls,Oklahoma City Thunder
2012,Charlotte Bobcats,Miami Heat
2012,Cleveland Cavaliers,Indiana Pacers
2012,Los Angeles Clippers,Golden State Warriors
2012,Phoenix Suns,Sacramento Kings
2012,Dallas Mavericks,New Orleans Hornets
2012,Toronto Raptors,Milwaukee Bucks
2012,Philadelphia 76ers,New York Knicks
2012,Los Angeles Lakers,Sacramento Kings
2012,Oklahoma City Thunder,Denver Nuggets
2012,Boston Celtics,Philadelphia 76ers
2012,Orlando Magic,San Antonio Spurs
2012,Utah Jazz,Los Angeles Clippers
2012,Milwaukee Bucks,Washington Wizards
2012,Boston Celtics,New York Knicks
2012,Detroit Pistons,Charlotte Bobcats
2012,Atlanta Hawks,Dallas Mavericks
2012,Indiana Pacers,Memphis Grizzlies
2012,Miami Heat,San Antonio Spurs
2012,Los Angeles Lakers,Sacramento Kings
2012,Chicago Bulls,Minnesota Timberwolves
2012,Oklahoma City Thunder,Phoenix Suns
2012,New Jersey Nets,Philadelphia 76ers
2012,Toronto Raptors,New York Knicks
2012,Orlando Magic,Indiana Pacers
2012,Milwaukee Bucks,Memphis Grizzlies
2012,New Jersey Nets,Boston Celtics
2012,Atlanta Hawks,New Orleans Hornets
2012,Miami Heat,Detroit Pistons
2012,Los Angeles Clippers,Utah Jazz
2012,Sacramento Kings,Golden State Warriors
2012,Dallas Mavericks,Phoenix Suns
2012,Houston Rockets,Memphis Grizzlies
2012,Toronto Raptors,Washington Wizards
2012,Philadelphia 76ers,Cleveland Cavaliers
2012,Los Angeles Lakers,Utah Jazz
2012,Chicago Bulls,Milwaukee Bucks
2012,Oklahoma City Thunder,Charlotte Bobcats
2012,Boston Celtics,New Jersey Nets
2012,Detroit Pistons,Orlando Magic
2012,Indiana Pacers,Atlanta Hawks
2012,Denver Nuggets,Golden State Warriors
2012,Dallas Mavericks,Houston Rockets
2012,New Jersey Nets,Washington Wizards
2012,Philadelphia 76ers,Boston Celtics
2012,Cleveland Cavaliers,Orlando Magic
2012,Memphis Grizzlies,Atlanta Hawks
2012,Houston Rockets,San Antonio Spurs
2012,Miami Heat,Los Angeles Clippers
2012,Los Angeles Lakers,Utah Jazz
2012,Milwaukee Bucks,Detroit Pistons
2012,Minnesota Timberwolves,Chicago Bulls
2012,Boston Celtics,New York Knicks
2012,Cleveland Cavaliers,Washington Wizards
2012,Philadelphia 76ers,New Jersey Nets
2012,Utah Jazz,Oklahoma City Thunder
2012,San Antonio Spurs,Denver Nuggets
2012,Chicago Bulls,Cleveland Cavaliers
2012,Houston Rockets,New Orleans Hornets
2012,Toronto Raptors,Detroit Pistons
2012,Indiana Pacers,Minnesota Timberwolves
2012,Charlotte Bobcats,New Orleans Hornets
2012,Washington Wizards,New York Knicks
2012,Orlando Magic,Philadelphia 76ers
2012,Los Angeles Clippers,Miami Heat
2012,Sacramento Kings,Phoenix Suns
2012,San Antonio Spurs,Atlanta Hawks
2012,Houston Rockets,Oklahoma City Thunder
2012,Minnesota Timberwolves,Indiana Pacers
2012,Detroit Pistons,Toronto Raptors
2012,Chicago Bulls,Memphis Grizzlies
2012,New Orleans Hornets,Charlotte Bobcats
2012,Cleveland Cavaliers,Milwaukee Bucks
2012,Golden State Warriors,Utah Jazz
2012,Los Angeles Lakers,Golden State Warriors
2012,New Orleans Hornets,Orlando Magic
2012,Atlanta Hawks,Miami Heat
2012,Charlotte Bobcats,Washington Wizards
2012,Los Angeles Clippers,Denver Nuggets
2012,Miami Heat,Oklahoma City Thunder
2012,Miami Heat,Oklahoma City Thunder
2012,Miami Heat,Oklahoma City Thunder
2012,Oklahoma City Thunder,Miami Heat
2012,Oklahoma City Thunder,Miami Heat
2012,Miami Heat,Boston Celtics
2012,Boston Celtics,Miami Heat
2012,Oklahoma City Thunder,San Antonio Spurs
2012,Miami Heat,Boston Celtics
2012,San Antonio Spurs,Oklahoma City Thunder
2012,Boston Celtics,Miami Heat
2012,Oklahoma City Thunder,San Antonio Spurs
2012,Boston Celtics,Miami Heat
2012,Oklahoma City Thunder,San Antonio Spurs
2012,Miami Heat,Boston Celtics
2012,San Antonio Spurs,Oklahoma City Thunder
2012,Miami Heat,Boston Celtics
2012,San Antonio Spurs,Oklahoma City Thunder
2012,Boston Celtics,Philadelphia 76ers
2012,Indiana Pacers,Miami Heat
2012,Philadelphia 76ers,Boston Celtics
2012,Miami Heat,Indiana Pacers
2012,Oklahoma City Thunder,Los Angeles Lakers
2012,Boston Celtics,Philadelphia 76ers
2012,Los Angeles Clippers,San Antonio Spurs
2012,Indiana Pacers,Miami Heat
2012,Los Angeles Lakers,Oklahoma City Thunder
2012,Los Angeles Clippers,San Antonio Spurs
2012,Los Angeles Lakers,Oklahoma City Thunder
2012,Philadelphia 76ers,Boston Celtics
2012,San Antonio Spurs,Los Angeles Clippers
2012,Indiana Pacers,Miami Heat
2012,Oklahoma City Thunder,Los Angeles Lakers
2012,Philadelphia 76ers,Boston Celtics
2012,San Antonio Spurs,Los Angeles Clippers
2012,Miami Heat,Indiana Pacers
2012,Oklahoma City Thunder,Los Angeles Lakers
2012,Boston Celtics,Philadelphia 76ers
2012,Miami Heat,Indiana Pacers
2012,Memphis Grizzlies,Los Angeles Clippers
2012,Los Angeles Lakers,Denver Nuggets
2012,Boston Celtics,Philadelphia 76ers
2012,Los Angeles Clippers,Memphis Grizzlies
2012,Denver Nuggets,Los Angeles Lakers
2012,Boston Celtics,Atlanta Hawks
2012,Philadelphia 76ers,Chicago Bulls
2012,Memphis Grizzlies,Los Angeles Clippers
2012,Miami Heat,New York Knicks
2012,Los Angeles Lakers,Denver Nuggets
2012,Chicago Bulls,Philadelphia 76ers
2012,Atlanta Hawks,Boston Celtics
2012,Indiana Pacers,Orlando Magic
2012,Los Angeles Clippers,Memphis Grizzlies
2012,Utah Jazz,San Antonio Spurs
2012,Denver Nuggets,Los Angeles Lakers
2012,Boston Celtics,Atlanta Hawks
2012,New York Knicks,Miami Heat
2012,Philadelphia 76ers,Chicago Bulls
2012,Utah Jazz,San Antonio Spurs
2012,Dallas Mavericks,Oklahoma City Thunder
2012,Los Angeles Clippers,Memphis Grizzlies
2012,Orlando Magic,Indiana Pacers
2012,Denver Nuggets,Los Angeles Lakers
2012,Philadelphia 76ers,Chicago Bulls
2012,Boston Celtics,Atlanta Hawks
2012,Dallas Mavericks,Oklahoma City Thunder
2012,New York Knicks,Miami Heat
2012,Memphis Grizzlies,Los Angeles Clippers
2012,Orlando Magic,Indiana Pacers
2012,San Antonio Spurs,Utah Jazz
2012,Los Angeles Lakers,Denver Nuggets
2012,Chicago Bulls,Philadelphia 76ers
2012,Atlanta Hawks,Boston Celtics
2012,Oklahoma City Thunder,Dallas Mavericks
2012,Indiana Pacers,Orlando Magic
2012,Miami Heat,New York Knicks
2012,Memphis Grizzlies,Los Angeles Clippers
2012,Atlanta Hawks,Boston Celtics
2012,Los Angeles Lakers,Denver Nuggets
2012,San Antonio Spurs,Utah Jazz
2012,Oklahoma City Thunder,Dallas Mavericks
2012,Indiana Pacers,Orlando Magic
2012,Miami Heat,New York Knicks
2012,Chicago Bulls,Philadelphia 76ers
2012,Sacramento Kings,Los Angeles Lakers
2012,Golden State Warriors,San Antonio Spurs
2012,Detroit Pistons,Philadelphia 76ers
2012,Boston Celtics,Milwaukee Bucks
2012,Washington Wizards,Miami Heat
2012,Charlotte Bobcats,New York Knicks
2012,Atlanta Hawks,Dallas Mavericks
2012,Chicago Bulls,Cleveland Cavaliers
2012,Memphis Grizzlies,Orlando Magic
2012,Houston Rockets,New Orleans Hornets
2012,Minnesota Timberwolves,Denver Nuggets
2012,Toronto Raptors,New Jersey Nets
2012,Phoenix Suns,San Antonio Spurs
2012,New York Knicks,Los Angeles Clippers
2012,Milwaukee Bucks,Philadelphia 76ers
2012,Oklahoma City Thunder,Denver Nuggets
2012,Orlando Magic,Charlotte Bobcats
2012,Cleveland Cavaliers,Washington Wizards
2012,Indiana Pacers,Chicago Bulls
2012,Utah Jazz,Phoenix Suns
2012,Golden State Warriors,New Orleans Hornets
2012,Boston Celtics,Miami Heat
2012,Oklahoma City Thunder,Sacramento Kings
2012,Atlanta Hawks,Los Angeles Clippers
2012,Milwaukee Bucks,Toronto Raptors
2012,Memphis Grizzlies,Cleveland Cavaliers
2012,New Jersey Nets,Philadelphia 76ers
2012,Washington Wizards,Charlotte Bobcats
2012,Indiana Pacers,Detroit Pistons
2012,Los Angeles Clippers,New Orleans Hornets
2012,Denver Nuggets,Orlando Magic
2012,San Antonio Spurs,Cleveland Cavaliers
2012,Minnesota Timberwolves,Golden State Warriors
2012,Charlotte Bobcats,Sacramento Kings
2012,Miami Heat,Houston Rockets
2012,Detroit Pistons,Toronto Raptors
2012,Los Angeles Lakers,Oklahoma City Thunder
2012,Atlanta Hawks,New York Knicks
2012,Utah Jazz,Orlando Magic
2012,Milwaukee Bucks,New Jersey Nets
2012,Chicago Bulls,Dallas Mavericks
2012,Houston Rockets,Golden State Warriors
2012,Miami Heat,Washington Wizards
2012,Indiana Pacers,Philadelphia 76ers
2012,Phoenix Suns,Denver Nuggets
2012,Sacramento Kings,Oklahoma City Thunder
2012,San Antonio Spurs,Los Angeles Lakers
2012,Dallas Mavericks,Golden State Warriors
2012,Cleveland Cavaliers,New York Knicks
2012,Charlotte Bobcats,Memphis Grizzlies
2012,Atlanta Hawks,Boston Celtics
2012,Phoenix Suns,Los Angeles Clippers
2012,Miami Heat,Chicago Bulls
2012,New Orleans Hornets,Houston Rockets
2012,Detroit Pistons,Minnesota Timberwolves
2012,Indiana Pacers,Milwaukee Bucks
2012,Golden State Warriors,Los Angeles Lakers
2012,Phoenix Suns,Oklahoma City Thunder
2012,Sacramento Kings,San Antonio Spurs
2012,Denver Nuggets,Los Angeles Clippers
2012,Dallas Mavericks,Houston Rockets
2012,Boston Celtics,Orlando Magic
2012,Memphis Grizzlies,New Orleans Hornets
2012,New Jersey Nets,New York Knicks
2012,Atlanta Hawks,Detroit Pistons
2012,Miami Heat,Toronto Raptors
2012,Washington Wizards,Milwaukee Bucks
2012,Charlotte Bobcats,Chicago Bulls
2012,Cleveland Cavaliers,Philadelphia 76ers
2012,Los Angeles Lakers,San Antonio Spurs
2012,New York Knicks,Boston Celtics
2012,Minnesota Timberwolves,Memphis Grizzlies
2012,Detroit Pistons,Cleveland Cavaliers
2012,Philadelphia 76ers,Indiana Pacers
2012,Los Angeles Clippers,Oklahoma City Thunder
2012,Golden State Warriors,San Antonio Spurs
2012,Utah Jazz,Dallas Mavericks
2012,Chicago Bulls,Washington Wizards
2012,Houston Rockets,Denver Nuggets
2012,New Jersey Nets,Miami Heat
2012,Toronto Raptors,Atlanta Hawks
2012,Charlotte Bobcats,New Orleans Hornets
2012,Orlando Magic,Philadelphia 76ers
2012,Indiana Pacers,Minnesota Timberwolves
2012,Denver Nuggets,Houston Rockets
2012,New Orleans Hornets,Memphis Grizzlies
2012,Charlotte Bobcats,Boston Celtics
2012,Atlanta Hawks,Toronto Raptors
2012,Detroit Pistons,Chicago Bulls
2012,Cleveland Cavaliers,Orlando Magic
2012,Los Angeles Lakers,Dallas Mavericks
2012,New York Knicks,Miami Heat
2012,San Antonio Spurs,Phoenix Suns
2012,Milwaukee Bucks,Indiana Pacers
2012,Memphis Grizzlies,Utah Jazz
2012,Minnesota Timberwolves,Oklahoma City Thunder
2012,New Jersey Nets,Boston Celtics
2012,Washington Wizards,Cleveland Cavaliers
2012,Los Angeles Clippers,Golden State Warriors
2012,Los Angeles Lakers,Denver Nuggets
2012,Detroit Pistons,Milwaukee Bucks
2012,New Orleans Hornets,Utah Jazz
2012,Houston Rockets,Phoenix Suns
2012,Oklahoma City Thunder,Sacramento Kings
2012,New York Knicks,Washington Wizards
2012,Miami Heat,Charlotte Bobcats
2012,Toronto Raptors,Boston Celtics
2012,Philadelphia 76ers,New Jersey Nets
2012,Orlando Magic,Atlanta Hawks
2012,Indiana Pacers,Cleveland Cavaliers
2012,Golden State Warriors,Dallas Mavericks
2012,San Antonio Spurs,Memphis Grizzlies
2012,Chicago Bulls,Miami Heat
2012,Minnesota Timberwolves,Los Angeles Clippers
2012,Charlotte Bobcats,Detroit Pistons
2012,Denver Nuggets,Minnesota Timberwolves
2012,San Antonio Spurs,Los Angeles Lakers
2012,Boston Celtics,Atlanta Hawks
2012,Milwaukee Bucks,New York Knicks
2012,Memphis Grizzlies,Phoenix Suns
2012,New Orleans Hornets,Sacramento Kings
2012,Houston Rockets,Utah Jazz
2012,Oklahoma City Thunder,Los Angeles Clippers
2012,Toronto Raptors,Philadelphia 76ers
2012,Cleveland Cavaliers,Indiana Pacers
2012,Chicago Bulls,New York Knicks
2012,Dallas Mavericks,Sacramento Kings
2012,New Jersey Nets,Philadelphia 76ers
2012,Washington Wizards,Orlando Magic
2012,Miami Heat,Boston Celtics
2012,Cleveland Cavaliers,Charlotte Bobcats
2012,Minnesota Timberwolves,Phoenix Suns
2012,Denver Nuggets,Golden State Warriors
2012,Utah Jazz,San Antonio Spurs
2012,Milwaukee Bucks,Oklahoma City Thunder
2012,Memphis Grizzlies,Los Angeles Clippers
2012,New Orleans Hornets,Los Angeles Lakers
2012,Charlotte Bobcats,Washington Wizards
2012,Orlando Magic,Detroit Pistons
2012,Indiana Pacers,Toronto Raptors
2012,Sacramento Kings,Houston Rockets
2012,San Antonio Spurs,Utah Jazz
2012,Oklahoma City Thunder,Toronto Raptors
2012,Boston Celtics,Philadelphia 76ers
2012,New Jersey Nets,Cleveland Cavaliers
2012,Miami Heat,Detroit Pistons
2012,New York Knicks,Chicago Bulls
2012,Los Angeles Clippers,Sacramento Kings
2012,Golden State Warriors,Denver Nuggets
2012,Phoenix Suns,Los Angeles Lakers
2012,Charlotte Bobcats,Atlanta Hawks
2012,Philadelphia 76ers,Orlando Magic
2012,Memphis Grizzlies,Dallas Mavericks
2012,New Orleans Hornets,Minnesota Timberwolves
2012,Indiana Pacers,Boston Celtics
2012,Los Angeles Lakers,Houston Rockets
2012,Denver Nuggets,Phoenix Suns
2012,Utah Jazz,Golden State Warriors
2012,Milwaukee Bucks,Charlotte Bobcats
2012,San Antonio Spurs,New Orleans Hornets
2012,Toronto Raptors,Cleveland Cavaliers
2012,New Jersey Nets,Washington Wizards
2012,Atlanta Hawks,Detroit Pistons
2012,Miami Heat,Memphis Grizzlies
2012,Indiana Pacers,Oklahoma City Thunder
2012,Sacramento Kings,Los Angeles Clippers
2012,Chicago Bulls,Boston Celtics
2012,Detroit Pistons,Washington Wizards
2012,Orlando Magic,New York Knicks
2012,Los Angeles Clippers,Los Angeles Lakers
2012,Utah Jazz,Phoenix Suns
2012,Dallas Mavericks,Memphis Grizzlies
2012,Miami Heat,Oklahoma City Thunder
2012,Milwaukee Bucks,Cleveland Cavaliers
2012,New Orleans Hornets,Denver Nuggets
2012,Minnesota Timberwolves,Golden State Warriors
2012,Boston Celtics,San Antonio Spurs
2012,Atlanta Hawks,Charlotte Bobcats
2012,Philadelphia 76ers,Toronto Raptors
2012,Washington Wizards,Indiana Pacers
2012,Los Angeles Lakers,New Jersey Nets
2012,Sacramento Kings,Phoenix Suns
2012,Memphis Grizzlies,Golden State Warriors
2012,Miami Heat,Philadelphia 76ers
2012,Detroit Pistons,Orlando Magic
2012,Toronto Raptors,Charlotte Bobcats
2012,Cleveland Cavaliers,San Antonio Spurs
2012,Indiana Pacers,New York Knicks
2012,Sacramento Kings,Minnesota Timberwolves
2012,Dallas Mavericks,Los Angeles Clippers
2012,Chicago Bulls,Houston Rockets
2012,Oklahoma City Thunder,Memphis Grizzlies
2012,Washington Wizards,Milwaukee Bucks
2012,Los Angeles Lakers,Golden State Warriors
2012,Phoenix Suns,New Orleans Hornets
2012,Houston Rockets,Indiana Pacers
2012,Toronto Raptors,Washington Wizards
2012,Orlando Magic,Denver Nuggets
2012,Boston Celtics,Miami Heat
2012,Oklahoma City Thunder,Chicago Bulls
2012,Los Angeles Clippers,Utah Jazz
2012,Sacramento Kings,New Jersey Nets
2012,Milwaukee Bucks,Memphis Grizzlies
2012,San Antonio Spurs,Indiana Pacers
2012,New York Knicks,Cleveland Cavaliers
2012,Philadelphia 76ers,Atlanta Hawks
2012,Detroit Pistons,Charlotte Bobcats
2012,Los Angeles Lakers,New Orleans Hornets
2012,Golden State Warriors,New Jersey Nets
2012,Utah Jazz,Sacramento Kings
2012,Orlando Magic,Dallas Mavericks
2012,Chicago Bulls,Detroit Pistons
2012,Houston Rockets,Memphis Grizzlies
2012,Minnesota Timberwolves,Boston Celtics
2012,Atlanta Hawks,New York Knicks
2012,Cleveland Cavaliers,Milwaukee Bucks
2012,Toronto Raptors,Miami Heat
2012,Washington Wizards,Philadelphia 76ers
2012,Charlotte Bobcats,Denver Nuggets
2012,Los Angeles Lakers,Oklahoma City Thunder
2012,Miami Heat,Dallas Mavericks
2012,Indiana Pacers,Washington Wizards
2012,Los Angeles Clippers,Phoenix Suns
2012,Golden State Warriors,New Orleans Hornets
2012,Sacramento Kings,San Antonio Spurs
2012,Boston Celtics,Utah Jazz
2012,New Jersey Nets,Indiana Pacers
2012,Atlanta Hawks,Chicago Bulls
2012,Toronto Raptors,Denver Nuggets
2012,New York Knicks,Orlando Magic
2012,Charlotte Bobcats,Minnesota Timberwolves
2012,Cleveland Cavaliers,Detroit Pistons
2012,Golden State Warriors,Los Angeles Lakers
2012,Phoenix Suns,San Antonio Spurs
2012,Dallas Mavericks,Houston Rockets
2012,Milwaukee Bucks,Atlanta Hawks
2012,Memphis Grizzlies,Minnesota Timberwolves
2012,Philadelphia 76ers,Cleveland Cavaliers
2012,Los Angeles Clippers,New Orleans Hornets
2012,Chicago Bulls,Denver Nuggets
2012,Houston Rockets,Sacramento Kings
2012,New Jersey Nets,Utah Jazz
2012,New York Knicks,Milwaukee Bucks
2012,Toronto Raptors,Orlando Magic
2012,Washington Wizards,Detroit Pistons
2012,Charlotte Bobcats,Boston Celtics
2012,Indiana Pacers,Miami Heat
2012,Los Angeles Lakers,Memphis Grizzlies
2012,Oklahoma City Thunder,Miami Heat
2012,San Antonio Spurs,Philadelphia 76ers
2012,Boston Celtics,Washington Wizards
2012,Atlanta Hawks,Utah Jazz
2012,Minnesota Timberwolves,Denver Nuggets
2012,Cleveland Cavaliers,Phoenix Suns
2012,Golden State Warriors,Sacramento Kings
2012,Milwaukee Bucks,Indiana Pacers
2012,Chicago Bulls,Toronto Raptors
2012,New Orleans Hornets,San Antonio Spurs
2012,Houston Rockets,Dallas Mavericks
2012,New Jersey Nets,Charlotte Bobcats
2012,New York Knicks,Detroit Pistons
2012,Washington Wizards,Atlanta Hawks
2012,Los Angeles Clippers,Memphis Grizzlies
2012,Utah Jazz,Denver Nuggets
2012,San Antonio Spurs,Dallas Mavericks
2012,Philadelphia 76ers,Boston Celtics
2012,Oklahoma City Thunder,Minnesota Timberwolves
2012,Atlanta Hawks,New Jersey Nets
2012,Detroit Pistons,Miami Heat
2012,Toronto Raptors,New York Knicks
2012,Charlotte Bobcats,Milwaukee Bucks
2012,Orlando Magic,Cleveland Cavaliers
2012,Indiana Pacers,Phoenix Suns
2012,Sacramento Kings,Utah Jazz
2012,Milwaukee Bucks,Boston Celtics
2012,New Orleans Hornets,Los Angeles Clippers
2012,Houston Rockets,Golden State Warriors
2012,Washington Wizards,Indiana Pacers
2012,Dallas Mavericks,Los Angeles Lakers
2012,Denver Nuggets,Detroit Pistons
2012,San Antonio Spurs,Minnesota Timberwolves
2012,New Orleans Hornets,Golden State Warriors
2012,Oklahoma City Thunder,Los Angeles Clippers
2012,New Jersey Nets,Washington Wizards
2012,Atlanta Hawks,Cleveland Cavaliers
2012,Toronto Raptors,Chicago Bulls
2012,Philadelphia 76ers,New York Knicks
2012,Orlando Magic,Phoenix Suns
2012,Sacramento Kings,Memphis Grizzlies
2012,Utah Jazz,Oklahoma City Thunder
2012,Houston Rockets,Los Angeles Lakers
2012,New York Knicks,Toronto Raptors
2012,Miami Heat,Phoenix Suns
2012,Indiana Pacers,Los Angeles Clippers
2012,Denver Nuggets,Dallas Mavericks
2012,Golden State Warriors,Minnesota Timberwolves
2012,Orlando Magic,Chicago Bulls
2012,New Jersey Nets,Cleveland Cavaliers
2012,Atlanta Hawks,Boston Celtics
2012,Charlotte Bobcats,Philadelphia 76ers
2012,Los Angeles Lakers,Utah Jazz
2012,Phoenix Suns,Houston Rockets
2012,Miami Heat,Orlando Magic
2012,Memphis Grizzlies,Washington Wizards
2012,Sacramento Kings,Minnesota Timberwolves
2012,Los Angeles Clippers,Detroit Pistons
2012,Cleveland Cavaliers,Atlanta Hawks
2012,Dallas Mavericks,San Antonio Spurs
2012,Denver Nuggets,Boston Celtics
2012,Utah Jazz,Golden State Warriors
2012,New Jersey Nets,New Orleans Hornets
2012,Chicago Bulls,Philadelphia 76ers
2012,Charlotte Bobcats,Toronto Raptors
2012,Indiana Pacers,New York Knicks
2012,Los Angeles Clippers,Houston Rockets
2012,Los Angeles Lakers,Minnesota Timberwolves
2012,Golden State Warriors,Milwaukee Bucks
2012,Phoenix Suns,Detroit Pistons
2012,Sacramento Kings,Boston Celtics
2012,Oklahoma City Thunder,San Antonio Spurs
2012,Memphis Grizzlies,Toronto Raptors
2012,New York Knicks,Indiana Pacers
2012,Atlanta Hawks,Washington Wizards
2012,Philadelphia 76ers,Miami Heat
2012,Orlando Magic,New Jersey Nets
2012,Los Angeles Clippers,Phoenix Suns
2012,Denver Nuggets,Oklahoma City Thunder
2012,Utah Jazz,Minnesota Timberwolves
2012,Dallas Mavericks,Charlotte Bobcats
2012,New Orleans Hornets,Washington Wizards
2012,Phoenix Suns,Utah Jazz
2012,Los Angeles Clippers,Atlanta Hawks
2012,Golden State Warriors,Boston Celtics
2012,Sacramento Kings,Detroit Pistons
2012,Chicago Bulls,Miami Heat
2012,San Antonio Spurs,Orlando Magic
2012,Milwaukee Bucks,Cleveland Cavaliers
2012,New Orleans Hornets,Los Angeles Lakers
2012,Houston Rockets,Charlotte Bobcats
2012,New Jersey Nets,Toronto Raptors
2012,Indiana Pacers,Philadelphia 76ers
2012,Sacramento Kings,Golden State Warriors
2012,Denver Nuggets,Atlanta Hawks
2012,Dallas Mavericks,Washington Wizards
2012,Memphis Grizzlies,Los Angeles Lakers
2012,Oklahoma City Thunder,Houston Rockets
2012,Orlando Magic,Miami Heat
2012,Cleveland Cavaliers,Toronto Raptors
2012,Los Angeles Clippers,Boston Celtics
2012,Phoenix Suns,Minnesota Timberwolves
2012,Utah Jazz,Detroit Pistons
2012,San Antonio Spurs,Washington Wizards
2012,Chicago Bulls,New York Knicks
2012,New Orleans Hornets,Charlotte Bobcats
2012,New Jersey Nets,Milwaukee Bucks
2012,Los Angeles Clippers,Golden State Warriors
2012,Sacramento Kings,Atlanta Hawks
2012,Denver Nuggets,Memphis Grizzlies
2012,Toronto Raptors,Milwaukee Bucks
2012,Orlando Magic,Indiana Pacers
2012,Cleveland Cavaliers,Houston Rockets
2012,Los Angeles Lakers,Boston Celtics
2012,New York Knicks,Philadelphia 76ers
2012,Golden State Warriors,Dallas Mavericks
2012,Phoenix Suns,Memphis Grizzlies
2012,New Jersey Nets,Houston Rockets
2012,Chicago Bulls,Utah Jazz
2012,Oklahoma City Thunder,Charlotte Bobcats
2012,Minnesota Timberwolves,New Orleans Hornets
2012,Miami Heat,Indiana Pacers
2012,Detroit Pistons,Toronto Raptors
2012,Sacramento Kings,Dallas Mavericks
2012,Denver Nuggets,New Orleans Hornets
2012,Milwaukee Bucks,New York Knicks
2012,San Antonio Spurs,Los Angeles Clippers
2012,Oklahoma City Thunder,Cleveland Cavaliers
2012,Minnesota Timberwolves,Los Angeles Lakers
2012,Detroit Pistons,Atlanta Hawks
2012,Philadelphia 76ers,Utah Jazz
